WPFXA0306,Error,"//*[name(.)='Grid']/*[@Grid.Row][not(@Grid.RowSpan)][number(@Grid.Row)>=count(parent::*/*[name(.)='Grid.RowDefinitions']/*[name(.)='RowDefinition'])]/@Grid.Row",指定された(Grid.Row)の位置のRowDefinitionがありません。
WPFXA0307,Error,"//*[name(.)='Grid']/*[@Grid.Column][not(@Grid.ColumnSpan)][number(@Grid.Column)>=count(parent::*/*[name(.)='Grid.ColumnDefinitions']/*[name(.)='ColumnDefinition'])]/@Grid.Column",指定された(Grid.Column)の位置のColumnDefinitionがありません。
WPFXA0308,Error,"//*[name(.)='Grid']/*[@Grid.Row][@Grid.RowSpan][number(@Grid.Row)+number(@Grid.RowSpan)-1>=count(parent::*/*[name(.)='Grid.RowDefinitions']/*[name(.)='RowDefinition'])]/@Grid.RowSpan",指定された(Grid.Row+Grid.RowSpan)の位置のRowDefinitionがありません。
WPFXA0309,Error,"//*[name(.)='Grid']/*[@Grid.Column][@Grid.ColumnSpan][number(@Grid.Column)+number(@Grid.ColumnSpan)-1>=count(parent::*/*[name(.)='Grid.ColumnDefinitions']/*[name(.)='ColumnDefinition'])]/@Grid.ColumnSpan",指定された(Grid.Column+Grid.ColumnSpan)の位置のColumnDefinitionがありません。
WPFXA0310,Error,"//*[name(.)='RowDefinition'][not(parent::*/parent::*/*/@Grid.Row=position()-1)][not(position()=1 and parent::*/parent::*/*[not(@Grid.Row)][not(starts-with(name(.),'Grid.'))])][@Height='Auto']",この行に要素が存在しません。
WPFXA0311,Error,"//*[name(.)='ColumnDefinition'][not(parent::*/parent::*/*/@Grid.Column=position()-1)][not(position()=1 and parent::*/parent::*/*[not(@Grid.Column)][not(starts-with(name(.),'Grid.'))])][@Width='Auto']",この列に要素が存在しません。
WPFXA0312,Error,"//@*[name(.)='Grid.Row'][parent::*/parent::*[not(name(.)='Grid')]]",Grid配下ではない要素にGrid.Row属性があります。
WPFXA0313,Error,"//@*[name(.)='Grid.Column'][parent::*/parent::*[not(name(.)='Grid')]]",Grid配下ではない要素にGrid.Column属性があります。
WPFXA0314,Error,"//@*[name(.)='Grid.RowSpan'][parent::*/parent::*[not(name(.)='Grid')]]",Grid配下ではない要素にGrid.RowSpan属性があります。
WPFXA0315,Error,"//@*[name(.)='Grid.ColumnSpan'][parent::*/parent::*[not(name(.)='Grid')]]",Grid配下ではない要素にGrid.ColumnSpan属性があります。
WPFXA0316,Error,//*[name(.)='Grid'][not(*[2])],Gridの子要素が1つしかありません。子要素を複数持たないGridは入れ子を解除できます。
WPFXA0317,Error,//*[name(.)='Grid'][not(*[name(.)='Grid.ColumnDefinitions'])][*[name(.)='Grid.RowDefinitions']/*[name(.)='RowDefinition'][not(@Height='*')]],ColumnDefinitionが無く、いずれのRowDefinition.Height属性にも'*'が含まれません。縦方向StackPanelで代用できます。
WPFXA0318,Error,//*[name(.)='Grid'][*[name(.)='Grid.ColumnDefinitions']][1=count(*[name(.)='Grid.ColumnDefinitions']/*[name(.)='ColumnDefinition'])][*[name(.)='Grid.RowDefinitions']/*[name(.)='RowDefinition'][not(@Height='*')]],ColumnDefinitionが一つしか無く、いずれのRowDefinition.Height属性にも'*'が含まれません。縦方向StackPanelで代用できます。
WPFXA0319,Error,//*[name(.)='Grid'][not(*[name(.)='Grid.RowDefinitions'])][*[name(.)='Grid.ColumnDefinitions']/*[name(.)='ColumnDefinition'][not(@Width='*')]],RowDefinitionが無く、いずれのColumnDefinition.Width属性にも'*'が含まれません。横方向StackPanelで代用できます。
WPFXA0320,Error,//*[name(.)='Grid'][*[name(.)='Grid.RowDefinitions']][1=count(*[name(.)='Grid.RowDefinitions']/*[name(.)='RowDefinition'])][*[name(.)='Grid.ColumnDefinitions']/*[name(.)='ColumnDefinition'][not(@Width='*')]],RowDefinitionが一つしか無く、いずれのColumnDefinition.Width属性にも'*'が含まれません。横方向StackPanelで代用できます。
WPFXA0321,Error,//*[name(.)='Grid.RowDefinitions'][not(*)],Grid.RowDefinitions配下の要素がありません。
WPFXA0322,Error,//*[name(.)='Grid.ColumnDefinitions'][not(*)],Grid.ColumnDefinitions配下の要素がありません。
WPFXA0323,Critical,"//*[name(.)='Grid.RowDefinitions']/following-sibling::*[not(starts-with(name(.),'Grid.'))][not(starts-with(local-name(.),'Interaction'))][not(@*[name(.)='Grid.Row'])]",Grid.RowDefinitionが定義されたGrid配下でGrid.Row添付プロパティが指定されていません。
WPFXA0324,Critical,"//*[name(.)='Grid.ColumnDefinitions']/following-sibling::*[not(starts-with(name(.),'Grid.'))][not(starts-with(local-name(.),'Interaction'))][not(@*[name(.)='Grid.Column'])]",Grid.ColumnDefinitionが定義されたGrid配下でGrid.Column添付プロパティが指定されていません。
WPFXA0401,Default,//*[name(.)='ScrollViewer']/@Visibility[.='Visible'],"Visibility=""Visible""はデフォルト値です。"
WPFXA0402,Default,//*[name(.)='ScrollViewer']/@IsEnabled[.='True'],"IsEnabled=""True""はデフォルト値です。"
WPFXA0403,Default,//*[name(.)='ScrollViewer']/@HorizontalAlignment[.='Stretch'],"HorizontalAlignment=""Stretch""はデフォルト値です。"
WPFXA0404,Default,//*[name(.)='ScrollViewer']/@VerticalAlignment[.='Stretch'],"VerticalAlignment=""Stretch""はデフォルト値です。"
WPFXA0405,Default,"//*[name(.)='ScrollViewer'][not(@Name)]/@Margin[.='0' or .='0,0' or .='0 0' or .='0,0,0,0' or .='0 0 0 0']","ScrollViewer.Margin=""0""はデフォルト値です。"
WPFXA0406,Default,"//*[name(.)='ScrollViewer'][not(@Name)]/@Padding[.='4' or .='4,4' or .='4 4' or .='4,4,4,4' or .='4 4 4 4']","ScrollViewer.Padding=""4""はデフォルト値です。"
WPFXA0407,Default,"//*[name(.)='ScrollViewer']/@BorderThickness[.='1' or .='1,1' or .='1 1' or .='1,1,1,1' or .='1 1 1 1']","ScrollViewer.BorderThickness=""1""はデフォルト値です。"
WPFXA0408,Default,//*[name(.)='ScrollViewer']/@HorizontalContentAlignment[.='Left'],"ScrollViewer.HorizontalContentAlignment=""Left""はデフォルト値です。"
WPFXA0409,Default,//*[name(.)='ScrollViewer']/@VerticalContentAlignment[.='Top'],"ScrollViewer.VerticalContentAlignment=""Top""はデフォルト値です。"
WPFXA0410,Default,//*[name(.)='ScrollViewer']/@HorizontalScrollBarVisibility[.='Auto'],"ScrollViewer.HorizontalScrollBarVisibility=""Auto""はデフォルト値です。"
WPFXA0411,Default,//*[name(.)='ScrollViewer']/@VerticalScrollBarVisibility[.='Visible'],"ScrollViewer.VerticalScrollBarVisibility=""Visible""はデフォルト値です。"
WPFXA0412,Warning,//*[name(.)='ScrollViewer']/@HorizontalScrollBarVisibility[not(.='Auto')][not(.='Visible')],"ScrollViewer.HorizontalScrollBarVisibility属性に""Auto"",""Visible""以外の値が指定されています。レイアウトのズレが目視確認できなくなっている可能性があります。"
WPFXA0413,Warning,//*[name(.)='ScrollViewer']/@VerticalScrollBarVisibility[not(.='Auto')][not(.='Visible')],"ScrollViewer.VerticalScrollBarVisibility属性に""Auto"",""Visible""以外の値が指定されています。レイアウトのズレが目視確認できなくなっている可能性があります。"
WPFXA0414,Critical,//*[name(.)='ScrollViewer'][not(@Background)],"ScrollViewer.Background属性が有りません。マウスホイールに反応させるため、Background=""Transparent""を指定してください。"
WPFXA0415,Warning,//*[name(.)='ScrollViewer'][@BorderThickness='0']/@BorderBrush,"ScrollViewer.BorderBrush属性があります。BorderThickness=""0""によってBorderは非表示になっているため、指定不要です"
WPFXA0416,Warning,//*[name(.)='ScrollViewer'][not(@BorderThickness='0')]/@BorderBrush,ScrollViewer.BorderBrush属性があります。意図的でなければ指定を削除してください。
WPFXA0501,Default,//*[name(.)='TextBlock']/@Visibility[.='Visible'],"TextBlock.Visibility=""Visible""はデフォルト値です。"
WPFXA0502,Default,//*[name(.)='TextBlock']/@IsEnabled[.='True'],"TextBlock.IsEnabled=""True""はデフォルト値です。"
WPFXA0503,Default,//*[name(.)='TextBlock']/@HorizontalAlignment,TextBlock.HorizontalAlignmentを使用するよりもTextAlignmentを使用します。
WPFXA0504,Default,//*[name(.)='TextBlock']/@VerticalAlignment[.='Stretch'],"TextBlock.VerticalAlignment=""Stretch""はデフォルト値です。"
WPFXA0505,Default,//*[name(.)='TextBlock']/@TextAlignment[.='Left'],"TextBlock.TextAlignment=""Left""はデフォルト値です。"
WPFXA0506,Default,"//*[name(.)='TextBlock'][not(@Name)]/@Margin[.='0' or .='0,0' or .='0 0' or .='0,0,0,0' or .='0 0 0 0']","TextBlock.Margin=""0""はデフォルト値です。"
WPFXA0507,Critical,//*[name(.)='TextBlock'][not(@Text)][not(text())],TextBlock.Text属性がありません。
WPFXA0509,Warning,//*[name(.)='Grid']/*[name(.)='Grid.ColumnDefinitions']/*[name(.)='ColumnDefinition'][@Width='Auto'][count(preceding-sibling::*)=parent::*/parent::*/*[@TextAlignment][not(number(@Grid.ColumnSpan)>1)]/@Grid.Column],"ColulmnDefinition.Width=""Auto""が指定されているため、該当列に存在する要素の""TextAlignment""の指定値は機能しません。"
WPFXA0510,Warning,//*[name(.)='StackPanel'][@Orientation='Horizontal']/*/@TextAlignment,横方向StackPanel配下のTextAlignmentは機能しません。
WPFXA0601,Default,//*[name(.)='TextBox']/@Visibility[.='Visible'],"Visibility=""Visible""はデフォルト値です。"
WPFXA0602,Default,//*[name(.)='TextBox']/@IsEnabled[.='True'],"IsEnabled=""True""はデフォルト値です。"
WPFXA0603,Default,//*[name(.)='TextBox']/@HorizontalAlignment[.='Stretch'],"HorizontalAlignment=""Stretch""はデフォルト値です。"
WPFXA0604,Default,//*[name(.)='TextBox']/@VerticalAlignment[.='Stretch'],"VerticalAlignment=""Stretch""はデフォルト値です。"
WPFXA0605,Default,"//*[name(.)='TextBox'][not(@Name)]/@Margin[.='0' or .='0,0' or .='0 0' or .='0,0,0,0' or .='0 0 0 0']","TextBox.Margin=""0""はデフォルト値です。"
WPFXA0606,Default,"//*[name(.)='TextBox'][not(@Name)]/@Padding[.='0' or .='0,0' or .='0 0' or .='0,0,0,0' or .='0 0 0 0']","TextBox.Padding=""2""はデフォルト値です。"
WPFXA0607,Default,"//*[name(.)='TextBox']/@BorderThickness[.='1' or .='1,1' or .='1 1' or .='1,1,1,1' or .='1 1 1 1']","TextBox.BorderThickness=""1""はデフォルト値です。"
WPFXA0608,Critical,//*[name(.)='TextBox'][not(@Text)][not(text())],TextBox.Text属性がありません。
WPFXA0609,Critical,"//*[name(.)='TextBox'][not(@IsReadOnly='True')][not(@IsEnabled='False')]/@Text[contains(.,'Mode=')][not(contains(.,'TwoWay'))]",読み取り専用ではないTextBox.Text属性にTwoWay以外のバインディングが指定されています。
WPFXA0611,Error,//*[name(.)='TextBox'][not(@MaxLength)][parent::*][not(@IsReadOnly='True') and not(@IsEnabled='False')],TextBox.MaxLengthが設定されていません。
WPFXA0701,Default,//*[name(.)='CheckBox']/@Visibility[.='Visible'],"CheckBox.Visibility=""Visible""はデフォルト値です。"
WPFXA0702,Default,//*[name(.)='CheckBox']/@IsEnabled[.='True'],"CheckBox.IsEnabled=""True""はデフォルト値です。"
WPFXA0703,Default,//*[name(.)='CheckBox']/@HorizontalAlignment[.='Stretch'],"CheckBox.HorizontalAlignment=""Stretch""はデフォルト値です。"
WPFXA0704,Default,//*[name(.)='CheckBox']/@VerticalAlignment[.='Stretch'],"CheckBox.VerticalAlignment=""Stretch""はデフォルト値です。"
WPFXA0705,Default,//*[name(.)='CheckBox']/@HorizontalContentAlignment[.='Left'],"CheckBox.HorizontalContentAlignment=""Left""はデフォルト値です。"
WPFXA0706,Default,//*[name(.)='CheckBox']/@VerticalContentAlignment[.='Top'],"CheckBox.VerticalContentAlignment=""Top""はデフォルト値です。"
WPFXA0707,Default,"//*[name(.)='CheckBox'][not(@Name)]/@Margin[.='0' or .='0,0' or .='0 0' or .='0,0,0,0' or .='0 0 0 0']","CheckBox.Margin=""0""はデフォルト値です。"
WPFXA0708,Default,"//*[name(.)='CheckBox'][not(@Name)]/@Padding[.='0' or .='0,0' or .='0 0' or .='0,0,0,0' or .='0 0 0 0']","CheckBox.Padding=""0""はデフォルト値です。"
WPFXA0709,Default,"//*[name(.)='CheckBox'][not(@Name)]/@BorderThickness[.='1' or .='1,1' or .='1 1' or .='1,1,1,1' or .='1 1 1 1']","CheckBox.BorderThickness=""1""はデフォルト値です。"
WPFXA0710,Default,"//*[name(.)='CheckBox'][not(@Name)]/@Background[.='#FFFFFFFF' or .='#FFFFFF' or .='White']","CheckBox.Background=""#FFFFFFFF""はデフォルト値です。"
WPFXA0711,Info,"//*[name(.)='CheckBox'][not(@IsEnabled='False')][@*[local-name()='Name']]/@IsChecked[contains(.,'Mode=')][not(contains(.,'TwoWay'))]",名前付きコントロールの読み取り専用ではないCheckBox.IsChecked属性にTwoWay以外のバインディングが指定されています。
WPFXA0712,Critical,"//*[name(.)='CheckBox'][not(@IsEnabled='False')][not(@*[local-name()='Name'])]/@IsChecked[contains(.,'Mode=')][not(contains(.,'TwoWay'))]",名前なしコントロールの読み取り専用ではないCheckBox.IsChecked属性にTwoWay以外のバインディングが指定されています。
WPFXA0713,Error,"//*[name(.)='CheckBox']/@Content[starts-with(.,' ') or starts-with(.,'　')]",CheckBox.Content属性の先頭に空白があります
WPFXA0714,Error,"//*[name(.)='CheckBox']/@Content[substring(.,string-length())=' ' or substring(.,string-length())='　']",CheckBox.Content属性の末尾に空白があります
WPFXA0801,Default,//*[name(.)='Button']/@Visibility[.='Visible'],"Button.Visibility=""Visible""はデフォルト値です。"
WPFXA0802,Default,//*[name(.)='Button']/@IsEnabled[.='True'],"Button.IsEnabled=""True""はデフォルト値です。"
WPFXA0803,Default,//*[name(.)='Button']/@HorizontalAlignment[.='Stretch'],"Button.HorizontalAlignment=""Stretch""はデフォルト値です。"
WPFXA0804,Default,//*[name(.)='Button']/@VerticalAlignment[.='Stretch'],"Button.VerticalAlignment=""Stretch""はデフォルト値です。"
WPFXA0805,Default,//*[name(.)='Button']/@HorizontalContentAlignment[.='Center'],"Button.HorizontalContentAlignment=""Center""はデフォルト値です。"
WPFXA0806,Default,//*[name(.)='Button']/@VerticalContentAlignment[.='Center'],"Button.VerticalContentAlignment=""Center""はデフォルト値です。"
WPFXA0807,Default,"//*[name(.)='Button'][not(@Name)]/@Margin[.='0' or .='0,0' or .='0 0' or .='0,0,0,0' or .='0 0 0 0']","Button.Margin=""0""はデフォルト値です。"
WPFXA0808,Default,"//*[name(.)='Button'][not(@Name)]/@Padding[.='1' or .='1,1' or .='1 1' or .='1,1,1,1' or .='1 1 1 1']","Button.Padding=""1""はデフォルト値です。"
WPFXA0809,Default,"//*[name(.)='Button'][not(@Name)]/@BorderThickness[.='1' or .='1,1' or .='1 1' or .='1,1,1,1' or .='1 1 1 1']","Button.BorderThickness=""1""はデフォルト値です。"
WPFXA0810,Default,"//*[name(.)='Button'][not(@Name)]/@Background[.='#FF1F3B53' or .='#1F3B53']","Button.Background=""#FF1F3B53""はデフォルト値です。"
WPFXA0901,Default,//*[name(.)='ListBox']/@Visibility[.='Visible'],"ListBox.Visibility=""Visible""はデフォルト値です。"
WPFXA0902,Default,//*[name(.)='ListBox']/@IsEnabled[.='True'],"ListBox.IsEnabled=""True""はデフォルト値です。"
WPFXA0903,Default,//*[name(.)='ListBox']/@HorizontalAlignment[.='Stretch'],"ListBox.HorizontalAlignment=""Stretch""はデフォルト値です。"
WPFXA0904,Default,//*[name(.)='ListBox']/@VerticalAlignment[.='Stretch'],"ListBox.VerticalAlignment=""Stretch""はデフォルト値です。"
WPFXA0905,Default,//*[name(.)='ListBox']/@HorizontalContentAlignment[.='Left'],"ListBox.HorizontalContentAlignment=""Left""はデフォルト値です。"
WPFXA0906,Default,//*[name(.)='ListBox']/@VerticalContentAlignment[.='Center'],"ListBox.VerticalContentAlignment=""Center""はデフォルト値です。"
WPFXA0907,Default,"//*[name(.)='ListBox'][not(@Name)]/@Margin[.='0' or .='0,0' or .='0 0' or .='0,0,0,0' or .='0 0 0 0']","ListBox.Margin=""0""はデフォルト値です。"
WPFXA0908,Default,"//*[name(.)='ListBox'][not(@Name)]/@Padding[.='0' or .='0,0' or .='0 0' or .='0,0,0,0' or .='0 0 0 0']","ListBox.Padding=""0""はデフォルト値です。"
WPFXA0909,Default,"//*[name(.)='ListBox'][not(@Name)]/@BorderThickness[.='1' or .='1,1' or .='1 1' or .='1,1,1,1' or .='1 1 1 1']","ListBox.BorderThickness=""1""はデフォルト値です。"
WPFXA0910,Default,"//*[name(.)='ListBox'][not(@Name)]/@Background[.='White' or .='#FFFFFFFF' or .='#FFFFFF']","ListBox.Background=""White""はデフォルト値です。"
WPFXA0911,Default,"//*[name(.)='ListBox'][not(@Name)]/@*[name(.)='ScrollViewer.HorizontalScrollBarVisibility'][.='Auto']","ListBox.HorizontalScrollBarVisibility=""Auto""はデフォルト値です。"
WPFXA0912,Default,"//*[name(.)='ListBox'][not(@Name)]/@*[name(.)='ScrollViewer.VerticalScrollBarVisibility'][.='Auto']","ListBox.VerticalScrollBarVisibility=""Auto""はデフォルト値です。"
WPFXA1001,Default,//*[name(.)='ComboBox']/@Visibility[.='Visible'],"ComboBox.Visibility=""Visible""はデフォルト値です。"
WPFXA1002,Default,//*[name(.)='ComboBox']/@IsEnabled[.='True'],"ComboBox.IsEnabled=""True""はデフォルト値です。"
WPFXA1003,Default,//*[name(.)='ComboBox']/@HorizontalAlignment[.='Stretch'],"ComboBox.HorizontalAlignment=""Stretch""はデフォルト値です。"
WPFXA1004,Default,//*[name(.)='ComboBox']/@VerticalAlignment[.='Stretch'],"ComboBox.VerticalAlignment=""Stretch""はデフォルト値です。"
WPFXA1005,Default,//*[name(.)='ComboBox']/@HorizontalContentAlignment[.='Left'],"ComboBox.HorizontalContentAlignment=""Left""はデフォルト値です。"
WPFXA1006,Default,//*[name(.)='ComboBox']/@VerticalContentAlignment[.='Top'],"ComboBox.VerticalContentAlignment=""Top""はデフォルト値です。"
WPFXA1007,Default,"//*[name(.)='ComboBox'][not(@Name)]/@Margin[.='0' or .='0,0' or .='0 0' or .='0,0,0,0' or .='0 0 0 0']","ComboBox.Margin=""0""はデフォルト値です。"
WPFXA1008,Default,"//*[name(.)='ComboBox'][not(@Name)]/@Padding[.='6,3,5,3' or .='6 3 5 3']","ComboBox.Padding=""6,3,5,3""はデフォルト値です。"
WPFXA1009,Default,"//*[name(.)='ComboBox'][not(@Name)]/@BorderThickness[.='1' or .='1,1' or .='1 1' or .='1,1,1,1' or .='1 1 1 1']","ComboBox.BorderThickness=""1""はデフォルト値です。"
